,index,Тип объекта,Площадь участка,Площадь общая,Площадь жилая,Уровней в доме,Год постройки,Процент готовности,Материал стен,Материал крыши,Отопление,Канализация,Электроснабжение,Вода,Телефон,Условия продажи,Номер договора,Область,Район,Населенный пункт,Номер дома,Сельсовет,Координаты,Цена,Площадь кухни,Газ,Баня,Гараж,Статус земли,Сад,Хозпостройки,Возможен торг,Рядом лес,Водоем,Ландшафтный дизайн,Улица,Ширина застройки,Длина застройки,Теплица,Мебель,Направление,Ремонт,Камин,Строительные материалы,Район города,Беседка,Микрорайон,Новостройка,Бассейн,Элитный коттедж,Пруд на участке,Аукцион
0,3088254,['Дача'],"['4.95', 'соток']","['21.7', 'м²']",,,,,,,,,,,,"['Чистая', 'продажа']",,"['Гродненская', 'область']","['Гродненский', 'район']","['с/т', 'Сосновая', 'балка-1']",['232'],"['Коптёвский', 'с/с']","['53.565814,', '23.784694']",37 732 р.,,,,,['Частная'],1.0,,,1.0,1.0,,,,,,['Есть'],,"['Отделка', 'деревом']",,,,,,,1.0,,,
0,2881679,['Дача'],"['5', 'соток']",,,,,['100'],['Кирпичный'],['Шифер'],['Печное'],"['С/у', 'на', 'улице']",['Есть'],['Скважина'],,"['Чистая', 'продажа']",,"['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Суница-80']",['97'],"['Чернинский', 'с/с']","['52.135364,', '23.796824']",48 825 р.,,['Рядом'],,,['Частная'],,1.0,,1.0,,,['Абрикосовая'],,,,['Есть'],,,,,,,,,,,,
0,3278158,['Дача'],"['7', 'соток']","['59.3', 'м²']","['59.3', 'м²']",['2'],['1996'],,['Дерево'],['Шифер'],,['Местная'],['Есть'],"['Центральный', 'водопровод']",,"['Чистая', 'продажа']","['509/2', 'от', '07.03.2024']","['Минская', 'область']","['Минский', 'район']","['с/т', 'Союз-2']",,"['Петришковский', 'с/с']","['54.020002,', '27.214717']",81 375 р.,,,,,['Частная'],,,,,,,,,,,,,,,,,,,,,,,
0,2976296,['Дача'],"['9', 'соток']","['61', 'м²']","['35', 'м²']",['1'],['1984'],,['Кирпичный'],,['Печное'],,,,,,"['713/6', 'от', '29.12.2023']","['Гродненская', 'область']","['Гродненский', 'район']","['д.', 'Лукавица']",,"['Гожский', 'с/с']","['53.865685,', '23.798932']",97 325 р.,"['12', 'м²']",,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3291847,['Дача'],"['14', 'соток']","['64.7', 'м²']","['36', 'м²']",['2'],['1996'],['100'],['Кирпичный'],['Евро-шифер'],['Печное'],['Местная'],['Есть'],['Сезонная'],,,"['328/2', 'от', '05.07.2023']","['Минская', 'область']","['Борисовский', 'район']","['с/т', 'Тарасик']",,"['Пересадский', 'с/с']","['54.11793,', '28.455143']",27 668 р.,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
0,3293477,['Дача'],"['5', 'соток']","['110', 'м²']",,['1'],['1994'],,['Кирпичный'],['Металло-черепица'],,['Местная'],['Рядом'],,,"['Чистая', 'продажа']","['647/1', 'от', '26.03.2024']","['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Сигнал-2009']",,,"['52.065339,', '23.808683']",166 005 р.,,['Рядом'],,,['Частная'],,,['Да'],,,,,,,,,,,,,,,,,,,,
0,3249982,['Дача'],"['10', 'соток']","['81', 'м²']","['60.1', 'м²']",['1'],['2021'],['100'],['Дерево'],['Металло-черепица'],['Электрическое'],['Местная'],['Есть'],['Скважина'],,"['Чистая', 'продажа']","['11/1', 'от', '08.02.2024']","['Минская', 'область']","['Смолевичский', 'район']","['с/т', 'Ветераны', 'войны', 'Загорья']",,"['Заболотский', 'с/с']","['54.016737,', '28.018851']",156 240 р.,"['15', 'м²']",,,,['Частная'],,,,1.0,1.0,,,,,,,"['Московское,', '26', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,3299678,['Дача'],"['5.25', 'соток']","['118.7', 'м²']",,,['2019'],['100'],['Сруб'],['Шифер'],['Печное'],['Нет'],['Есть'],['Сезонная'],,"['Чистая', 'продажа']",,"['Минская', 'область']","['Смолевичский', 'район']","['с/т', 'Реченька']",,"['Драчковский', 'с/с']","['53.914643,', '27.928535']",81 375 р.,,['Есть'],['Есть'],['Есть'],['Частная'],,,['Да'],,,,,,,,,"['Московское,', '29.7', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,3077481,['Дача'],"['6', 'соток']",,,,,,['Дерево'],['Шифер'],,,['Есть'],,,"['Чистая', 'продажа']",,"['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Жемчужина-1988']",,"['Мухавецкий', 'с/с']","['52.047401,', '23.758247']",63 473 р.,,['Есть'],,,['Частная'],,,,1.0,,1.0,,,,,,,"['Не', 'достроен']",,1.0,,,,,,,,
0,3023109,['Дача'],"['8', 'соток']",,,['2'],['2002'],['100'],"['Дерево,', 'обложено', 'кирпичом']",['Шифер'],,,,,,"['Чистая', 'продажа']",,"['Минская', 'область']","['Смолевичский', 'район']","['Заболотский', 'с/с']",,"['Заболотский', 'с/с']","['54.002183,', '27.983212']",39 060 р.,,,,['Есть'],['Частная'],,,['Да'],1.0,1.0,,,,,,,,,,,,,,,,,,
0,2355447,['Дача'],"['4.3', 'сотки']","['70.7', 'м²']","['36.3', 'м²']",['2'],['1988'],['100'],['Кирпичный'],['Шифер'],['Печное'],"['С/у', 'на', 'улице']",['Есть'],['Сезонная'],,"['Чистая', 'продажа']","['222/1', 'от', '12.07.2021']","['Минская', 'область']","['Молодечненский', 'район']","['с/т', 'Бриллиант']",['12'],"['Красненский', 'с/с']","['54.206969,', '27.110446']",32 387 р.,"['4.8', 'м²']",['Нет'],,['Есть'],"['Пожизненноe', 'наследуемое', 'владение']",1.0,,,1.0,1.0,1.0,,,,,,"['Молодечненское,', '45', 'км', 'от', 'МКАД']","['Отделка', 'деревом']",['Да'],,,,,,,,,
0,2975394,['Дача'],"['10.03', 'соток']","['307.8', 'м²']",,['3'],['1999'],['100'],['Кирпичный'],['Шифер'],['Печное'],['Местная'],['Есть'],"['Центральный', 'водопровод']",,"['Чистая', 'продажа']","['544/2', 'от', '23.02.2023']","['Минская', 'область']","['Логойский', 'район']","['с/т', 'ВЕРЯГИ']",,"['Логойский', 'с/с']","['54.169869,', '27.794719']",103 835 р.,,['Нет'],,,['Частная'],,,['Да'],,,,,"['14.44', 'м']","['10.72', 'м']",,,"['Логойское,', '33', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,2275475,['Дача'],"['4.91', 'соток']","['28.9', 'м²']","['18.5', 'м²']",['1'],['1981'],,['Дерево'],['Шифер'],"['Паровое', 'на', 'жидком', 'топливе']",,['Есть'],['Скважина'],,"['Чистая', 'продажа']","['700/1', 'от', '12.03.2021']","['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Восход']",,,"['52.072109,', '23.804563']",43 943 р.,"['10.4', 'м²']",['Рядом'],,,['Частная'],,,['Да'],,,,,,,,,,,,,,,,,,,,
0,3208198,['Дача'],"['5.6', 'соток']","['70', 'м²']","['52.5', 'м²']",['2'],['2011'],,"['Брус', 'оцилиндрованный']",['Ондулин'],['Печное'],['Есть'],['Есть'],['Скважина'],,"['Чистая', 'продажа']","['1171/7', 'от', '04.12.2023']","['Минская', 'область']","['Дзержинский', 'район']","['с/т', 'АВТОТРАНСПОРТНИК']",,"['Боровской', 'с/с']","['53.630924,', '26.968773']",96 023 р.,,['Нет'],['Есть'],,['Частная'],1.0,1.0,['Да'],1.0,1.0,1.0,,"['10', 'м']","['7', 'м']",,['Есть'],"['Брестское,', '42', 'км', 'от', 'МКАД']","['Евроотделка,', 'отделка', 'деревом']",,,,,,,,1.0,,
0,3259068,['Дача'],"['10', 'соток']","['32.8', 'м²']","['20', 'м²']",['1'],['2023'],,"['Блок', 'газосиликатный']",['Металл'],['Нет'],['Местная'],['Есть'],['Скважина'],,"['Чистая', 'продажа']","['1109/1', 'от', '15.02.2024']","['Минская', 'область']","['Дзержинский', 'район']","['с/т', 'Пограничник']",,"['Дзержинский', 'с/с']","['53.713926,', '27.075124']",84 305 р.,"['10', 'м²']",,,,['Частная'],1.0,,,1.0,1.0,,,"['4.5', 'м']","['6.5', 'м']",1.0,,"['Брестское,', '35', 'км', 'от', 'МКАД']",,,,,,,['Да'],,,,
0,3277183,['Дача'],"['5.24', 'соток']","['102.4', 'м²']",,['1'],['2024'],,"['Блок', 'газосиликатный']",['Металло-черепица'],"['На', 'газу']",['Местная'],['Есть'],['Скважина'],,"['Чистая', 'продажа']","['483/1', 'от', '09.03.2024']","['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Автомобилист-80']",,,"['52.061854,', '23.786626']",222 968 р.,,['Есть'],,,['Частная'],,,['Да'],,,,,,,,,,,,,,,,,,,,
0,3125279,['Дача'],"['10', 'соток']","['20', 'м²']","['20', 'м²']",['1'],['2019'],,"['Брус', 'профилированный']","['Мягкая', 'черепица']",['Нет'],"['С/у', 'на', 'улице']",['Есть'],['Скважина'],,"['Чистая', 'продажа']",,"['Минская', 'область']","['Логойский', 'район']","['с/т', 'Надежда']",,"['Острошицкий', 'с/с']","['54.16192,', '27.723865']",81 375 р.,,['Нет'],,,['Частная'],,1.0,,,,,,"['5', 'м']","['4', 'м']",,,"['Логойское,', '28', 'км', 'от', 'МКАД']",,,,,1.0,,,,,,
0,3026749,['Дача'],"['12', 'соток']","['70', 'м²']","['50', 'м²']",['2'],['1990'],,"['Дерево,', 'обложено', 'кирпичом']",['Шифер'],['Печное'],['Местная'],['Есть'],['Скважина'],,"['Чистая', 'продажа']","['90/1', 'от', '12.07.2022']","['Могилевская', 'область']","['Чаусский', 'район']","['аг.', 'Горбовичи']",,"['Горбовичский', 'с/с']","['53.817504,', '30.697616']",48 825 р.,"['10', 'м²']",,['Есть'],['Есть'],['Частная'],1.0,1.0,,1.0,1.0,1.0,,,,,['Есть'],,,,,,1.0,,,,,,
0,3282934,['Дача'],"['5', 'соток']","['40', 'м²']",,['2'],,['100'],['Кирпичный'],['Шифер'],,,['Есть'],['Сезонная'],,,"['625/1', 'от', '28.03.2023']","['Минская', 'область']","['Молодечненский', 'район']","['с/т', 'БОЯРЫ-86']",,"['Красненский', 'с/с']","['54.178338,', '27.078708']",21 158 р.,,,,,,,,,1.0,,1.0,,,,,,"['Молодечненское,', '50', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,3096422,['Дача'],"['5', 'соток']","['84', 'м²']",,['1'],,,['Сборно-щитовой'],,,,['Есть'],,,,"['233/2', 'от', '19.07.2023']","['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Ручеек-1']",,"['Знаменский', 'с/с']","['52.074351,', '23.780759']",65 100 р.,,['Есть'],,,,,,,,,,,,,,,,,,,,,,,,,,
0,2835177,['Дача'],"['9.75', 'соток']","['49.8', 'м²']",,['2'],['2007'],,['Дерево'],['Шифер'],['Печное'],['Нет'],['Есть'],['Сезонная'],,"['Чистая', 'продажа']","['2275/1', 'от', '09.08.2022']","['Минская', 'область']","['Смолевичский', 'район']","['с/т', 'Дарьюшка']",,"['Заболотский', 'с/с']","['53.989485,', '27.9297']",51 755 р.,,['Нет'],,,"['Пожизненноe', 'наследуемое', 'владение']",1.0,,,,,,,,,,,"['Московское,', '23', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,3080208,['Дача'],"['6.31', 'соток']","['44.7', 'м²']","['44.7', 'м²']",['2'],['1996'],['100'],['Сруб'],['Шифер'],['Печное'],"['С/у', 'на', 'улице']",['Есть'],"['Центральный', 'водопровод']",,"['Чистая', 'продажа']","['2083/2', 'от', '05.07.2023']","['Минская', 'область']","['Пуховичский', 'район']","['с/т', 'Верас']",,"['Руденский', 'с/с']","['53.607629,', '27.844477']",21 158 р.,,['Нет'],,,,,,['Да'],,,,,"['5.3', 'м']","['9.82', 'м']",,,,,,,,,,,,,,
0,3141994,['Дача'],"['10', 'соток']","['187.4', 'м²']","['88.5', 'м²']",['2'],['2008'],['100'],['Кирпичный'],['Шифер'],['Печное'],['Местная'],['Есть'],['Сезонная'],,"['Чистая', 'продажа']","['1415/3', 'от', '29.06.2023']","['Минская', 'область']","['Дзержинский', 'район']","['с/т', 'Верас']",,,"['53.58852,', '27.003052']",175 770 р.,"['16.3', 'м²']",['Нет'],['Есть'],,['Частная'],,1.0,,1.0,1.0,1.0,,,,,['Есть'],"['Брестское,', '48', 'км', 'от', 'МКАД']","['Отделка', 'деревом']",['Да'],,,1.0,,,1.0,,1.0,
0,3269567,['Дача'],"['5.87', 'соток']","['42.4', 'м²']","['34.1', 'м²']",,['1990'],['100'],['Дерево'],['Шифер'],,['Есть'],['Есть'],['Сезонная'],,"['Чистая', 'продажа']","['42/1-24', 'от', '28.02.2024']","['Минская', 'область']","['Пуховичский', 'район']","['с/т', 'Яхонт']",,,"['53.609482,', '27.842164']",43 943 р.,"['8.3', 'м²']",,,,"['Пожизненноe', 'наследуемое', 'владение']",,,,,,,,,,,,"['Пуховичское,', '34.3', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,3161516,['Дача'],"['6', 'соток']","['29.3', 'м²']",,['1'],['2002'],,['Кирпичный'],['Шифер'],['Печное'],,['Есть'],['Скважина'],,"['Чистая', 'продажа']","['3183/1', 'от', '07.10.2023']","['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Надежда-91']",,,"['52.135576,', '23.799385']",48 825 р.,,['Есть'],,,['Частная'],,,['Да'],,,,,,,,,,,,,,,,,,,,
0,3100864,['Дача'],"['12.42', 'соток']","['30', 'м²']","['15', 'м²']",['1'],['2007'],,['Блочный'],,,,['Есть'],['Скважина'],,"['Чистая', 'продажа']",['7310'],"['Брестская', 'область']","['Брестский', 'район']","['д.', 'Заболотье']",,"['Мухавецкий', 'с/с']","['52.053661,', '23.843153']",78 120 р.,"['10', 'м²']",['Рядом'],,,['Частная'],,1.0,,,,,,,,1.0,,,,,,,,,,,,,
